以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
1050,41.50596746731582,15.037518416868503
1060,41.915663640128685,15.51402550271356
1070,41.354751695422394,14.165847567948202
1080,41.30404583645803,13.388560497183029
1090,41.077278937726454,15.329396976916183
1100,41.55782519236799,15.387553961526326
1110,41.17432834373688,14.39186480800107
1120,41.204118336740166,14.967875509284662
1130,41.163431692228905,13.60303208058118
1140,41.09459483681013,14.040931740421577
1150,41.336440688082746,14.559763241585166
1160,41.53940244901023,15.862719522696032
1170,41.776107095105814,14.854371082416574
1180,41.77134768082367,16.343440091501446
1190,41.74320788322447,13.813956062368975
1200,56.676177346690615,14.416131931374405
1210,42.54861251993433,14.586696001701599
1220,41.892228389502954,14.662109687424415
1230,41.738660481474646,13.62700432210354
1240,42.13500908548804,12.794519101989593
1250,42.65556285550518,12.265148431369575
1260,41.60470567944291,12.293613759552638
1270,41.54364107508395,12.98641510321761
1280,41.43290771619789,13.247839526165983
1290,41.373588768973555,14.529922442321581
1300,41.39173137720563,14.456469020661162
1310,41.13310087073384,13.676662288655054
1320,40.97608891576591,13.880096302040306
1330,41.24917774055215,13.702237369598805
1340,40.84212588964597,14.279999203062856
1350,41.11964697052011,13.776896958890152
1360,40.818714088580464,13.191662284359575
1370,41.527760734589116,13.592828322457324
1380,41.38577590550791,14.980410206128422
1390,41.52055786309647,15.338768072784614
1400,40.86713850984442,14.736164828292072
1410,40.9799831742212,14.569206421162328
1420,41.88467166064653,14.930761261387795
1430,40.85473603558,13.454980195162607
1440,40.901298119610956,14.661601375038495
1450,41.254304316107344,15.0813356665061
1460,41.64881646896775,14.049483253706795
1470,41.24678295910443,14.806554409442946
1480,41.755654943101646,14.049046974690238
1490,41.2415249881072,15.472166714517048
1500,41.348651781504195,15.537336417656823
1510,41.309299600771126,15.392665132822568
1520,41.26130339439174,15.792048620150492
1530,41.14380996028904,15.139678030442212
1540,41.177626008779306,15.796832147170528
1550,41.012738723632246,15.038769034812535
1560,41.33252455359799,14.186485313281135
1570,40.973215667144025,14.930502857016572
1580,41.20006333318689,15.473629539793906
1590,41.124603020435174,16.181385790290793
1600,41.00768037403848,15.057866963651891
1610,41.18925790405555,13.780649961893467
1620,41.364485022858744,14.160854316984638
1630,41.502143523337175,15.817806896649262
1640,41.20158696305511,15.443459221193606
1650,41.373323530228554,15.179973577407324
1660,40.67343684438928,13.673972183515994
1670,40.803114273090756,14.659944098662276
1680,40.81166726312741,14.554142530732252
1690,40.931018625038604,13.935365593610246
1700,41.00776695820928,14.24224401677522
1710,40.68306819951802,13.895162502001927
1720,41.074621222855384,13.865918394693356
1730,41.194864810095325,14.445033617860535
1740,41.31039064952542,13.55220278094681
1750,41.288681597284025,13.019020596429602
1760,41.026034383855595,12.408210882724884
1770,40.78796439049699,12.790319736949282
1780,41.335730713027125,13.308916426601643
1790,41.042817030861855,12.765121039344022
1800,40.95055756363368,12.300030280130114
1810,40.79534172216107,12.136166021755793
1820,40.968766447497565,13.093657748416492
1830,40.86429398037988,13.483819468570742
1840,41.01668165821528,14.134023061394293
1850,40.80447833584185,13.724913365124827
1860,40.51824118819673,14.143489275873112
1870,40.60576220830674,13.107529978438546
1880,40.48165975344874,13.177783984285679
1890,40.666174890244605,12.889495546115077
1900,41.185836822493656,12.346741370468369
1910,40.70812405546818,12.770967095780652
1920,40.78994092563484,12.643407663310152
1930,40.93958527170287,13.834117733706792
1940,40.68187859141185,13.13331970242084
1950,40.929477302153856,13.721530952469022
1960,40.56355373329547,12.782366685817689
1970,40.980113083938335,14.004304815207526
1980,40.845298130739366,13.974714877350516
1990,41.20794254425653,14.853283265001922
2000,41.15503153521374,14.890784597153699
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
HyperMeanの閾値 0.1 で 2D_NbO を学習した結果です
10,371.44436810690894,1.0
20,391.8220243399793,1.0
30,15.98717434345346,1.1810680839270902
40,18.50798059171556,0.9999999999999934
50,20.014137188673264,0.9999999999999942
60,20.11304409453153,0.9999999999999972
70,21.7535556071639,0.9999999999999963
80,19.94840131662784,0.9999999999999982
90,21.33863733119519,0.9999999999999925
100,22.12036487294335,0.9999999999999962
110,23.587825344066715,2.217369476853084
120,25.020848619667966,1.0000000000001157
130,25.05573532001263,1.0000024079518348
140,23.806464714977725,1.0000000000000808
150,24.663079145050492,1.0000000000000882
160,25.01532286490988,1.000099472448008
170,24.353624863234078,1.0002411442483616
180,24.557930010541174,1.0000886792498274
190,24.409558030513363,1.00008150842101
200,24.979882041504762,1.0000812893123519
210,24.965644395062906,1.00007411672597
220,24.37190130802841,1.0003173600540407
230,24.50157383192183,1.0002849341354771
240,24.830422670440992,1.0002116788375768
250,24.020904228897454,1.000257184661899
260,24.778826925999432,1.000255995512346
270,25.07382316604357,1.0000814299118999
280,24.875641289479155,1.0000783143326553
290,25.95944170395145,1.0003403811287277
300,26.404569923531128,1.000072396690165
310,27.163520881986674,1.000115053908416
320,27.19518697122242,0.9997732529283498
330,27.760159347376547,0.9999129652550461
340,27.259936250381116,1.0000649794246534
350,27.50609604105992,1.0002848123135288
360,27.235766022846096,1.0003874647968551
370,27.475347513977336,1.0003822895928667
380,26.990642760343643,0.9999224090632229
390,27.653427877735236,1.00044968112489
400,27.359059695838724,1.0003413281817841
410,27.532195528735123,1.0005978796424715
420,28.501531493761057,1.000593193015939
430,28.552273814608622,1.00066214323328
440,28.220988008069824,1.0011038777177443
450,28.74825235296177,1.0010752507281715
460,27.882693274561102,1.0008626188807086
470,28.09437059937617,1.0009466150878548
480,27.922746889205065,1.0007484913312963
490,28.465883213627276,1.000536347655717
500,28.15316406754273,1.0005343444898591
510,28.060570862676126,1.0005188422018518
520,27.960732506313427,1.0003824940171435
530,27.71758998531935,1.0005916692033932
540,28.047482060747,1.0004295793050697
550,28.63466260588793,1.0005170674400672
560,27.334404483731696,1.0005195873314743
570,27.200810548889667,1.0004182841975875
580,27.581315553819035,1.0001602965556664
590,27.454959864991608,1.0002495230874586
600,27.659046848273302,1.000374381976568
610,27.805616530816156,0.9999095902839319
620,28.02094954780172,1.0002075321293082
630,28.12402242637769,1.0002121833480042
640,28.609491261741113,1.2974016435438156
650,28.66022463162203,1.045881921687554
660,28.92915299772421,1.0002507664905278
670,29.22634431129522,0.9998122629696569
680,29.187695369826013,1.0000079318622186
690,29.06575557973012,1.0000554506192374
700,29.288492446097603,0.9998982495814255
710,29.07754195387063,0.9999009044420315
720,28.81101044970422,1.0476998108115174
730,29.395374298698727,1.3477454329961436
740,28.724704243942167,1.2645795366044499
750,28.59661700733659,1.4198349495026577
760,28.69083593411236,1.1140613486912876
770,28.888620502924407,1.1955234238720405
780,28.944464410746424,1.3679881581704092
790,28.872969434583847,1.3484988476940074
800,28.867382321632487,1.4302105266827951
810,28.817035445450667,1.2855077506239216
820,28.920260441336747,1.6178332322228564
830,28.541271359771642,1.319224989220809
840,29.174818544388373,1.5419461722148822
850,28.863062096122263,1.5549947492986982
860,28.976594051279815,1.6235841754938325
870,28.496466592560335,1.5918565499400439
880,28.5580543059452,1.4454161604470073
890,28.977337080477653,1.2348257347955713
900,28.93845550587321,1.3492485438395936
910,29.17389096706086,1.5044203396168268
920,31.349791703691977,1.9121830714079058
930,28.88375043210352,2.23588013504442
940,29.091655239693818,2.411408828613791
950,29.36801822089384,2.1704213150362723
960,29.751640103829732,2.7781980928015546
970,29.62226833133439,2.5490818573305374
980,29.584272113849096,2.751181892341173
990,29.795141637200157,2.8673890736549494
1000,30.067100546487282,2.9982210452870373
1010,30.111141180125415,2.99560026999025
1020,29.91525112801988,2.9604071099289953
1030,29.970465210355542,2.999624556487901
1040,29.84091148521258,2.9728650399393053
1050,30.219467461146746,3.1403466851500554
1060,29.905542190280826,3.2846481054080097
1070,30.267529902422886,3.3743307290108087
1080,29.978549270171996,3.3621696511566683
1090,30.16149213619467,3.375055594759311
1100,30.101657442831115,3.3637962310129126
1110,30.00212539878202,3.3301064180567135
1120,29.92436477250591,4.049399382108852
1130,30.278159008905163,3.9990898207503798
1140,30.148366575708504,3.921408859230833
1150,30.481319241450276,4.113945526633077
1160,30.60798986782829,4.132684649961699
1170,30.377877173061925,4.19262557439432
1180,30.36450506952403,4.102171566154651
1190,30.35519757440012,3.965966868614048
1200,30.245970581796573,3.929270187266164
1210,30.68252097403727,4.018256295550473
1220,30.458196533806667,3.8902158776060203
1230,30.754605411664627,4.37148338336112
1240,30.798818559572904,4.525147929346027
1250,30.830896275292332,4.349733177414957
1260,30.97924662317504,4.588081834396964
1270,31.102647870597973,4.468861058896907
1280,31.151485400722642,4.587937250902669
1290,31.11770167345878,4.748354055620119
1300,31.123905965191593,4.936845192753204
1310,31.182288297512883,4.860970134801958
1320,31.4796215886754,4.857979481697398
1330,31.719811654110785,4.385773513984348
1340,31.99911050410013,5.047924001732263
1350,32.23165805431558,5.311490851980153
1360,31.965956102022087,5.428961849937665
1370,31.6361104652544,5.283412619822159
1380,31.551020395649434,4.83866742789647
1390,31.670629774367253,4.938220799939246
1400,31.828737509265853,4.82997091359044
1410,32.280081108326044,5.37545145867766
1420,32.763078285758255,5.53545155695886
1430,32.158773762794986,6.022349275371699
1440,32.18923829489049,6.406683331589174
1450,32.44433654458972,5.9532210762213085
1460,32.308072793997155,6.377921293777573
1470,32.45075431785606,6.420177351421924
1480,32.623541162295595,6.57687064134305
1490,32.656007016629324,6.4576610627061255
1500,32.79158301566891,6.5733981174508855
1510,32.73146257343183,6.504875366051061
1520,32.52695573714265,6.821815646505663
1530,32.77896301986239,7.292351100798191
1540,32.661894072679786,7.349068889391004
1550,32.652619846869335,7.584419565851758
1560,32.739468203867645,8.007948219702934
1570,33.00085025858311,7.695719111289393
1580,32.9754731527408,7.415998809025586
1590,32.95053687541385,7.696221425642217
1600,33.10022344084524,7.562404771318728
1610,33.155224711778835,7.989852776948592
1620,33.133708218715356,7.69252455172232
1630,33.28262894457093,7.583774265704081
1640,33.15626559895939,7.350284542167116
1650,33.38058126444806,7.317175712353233
1660,33.294869456694585,7.097554010543575
1670,34.60683270767297,6.8765234998457885
1680,33.40413105286082,6.425127784471705
1690,33.22806146331994,6.200720925919683
1700,33.38481605555997,6.8358166921504795
1710,33.56737649087106,6.511806248272682
1720,33.619735834963656,6.174241408713494
1730,33.546665033900425,6.638189133500278
1740,33.439925906367975,6.235166606293597
1750,33.42919132283396,6.509423430412875
1760,33.45072112715946,6.713878552193483
1770,33.68160620823539,6.408832042816191
1780,34.87156569262233,6.517370995914952
1790,33.56174710078692,6.499089023901031
1800,33.850492514441086,7.118482859808751
1810,33.83028697562388,6.873465332497179
1820,33.73006454837382,7.048379824337921
1830,33.83738371044891,7.2502893699862385
1840,34.25168577788568,7.081712032262795
1850,33.787901018686966,6.834171898534042
1860,33.959219109312116,6.976172748086043
1870,33.553011580298396,6.712078172886009
1880,33.663226313205136,6.94188884459174
1890,33.80552492293934,6.838970403314668
1900,33.73977799898615,7.432197023113578
1910,33.68248955276711,7.102143240514757
1920,33.54804931788223,7.514857208349436
1930,33.63658895970747,7.437741369223825
1940,33.53110655873544,7.21976912954117
1950,33.63775532965216,7.692998215604777
1960,33.786371566487276,8.155784554665622
1970,33.960624931174124,8.602568243208799
1980,34.22833282896705,8.699415865665735
1990,34.47234946630038,8.745500446534724
2000,34.07664525639207,8.466033827063375
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
threshold  0.01
10,347.95226007736755,1.0
20,350.56875941916815,1.0
30,349.8092972138793,1.0
40,353.452542616786,1.0
50,339.5699336318752,1.0
60,343.98679631147604,1.0
70,344.6929821194953,1.0
80,348.99098839255123,1.0
90,351.6718444633518,1.0
100,19.096317270186706,0.9999999999999998
110,19.609148489457393,1.0000000000000029
120,350.55537964983074,1.0
130,350.01228798571265,1.0
140,352.1567073859357,1.0
150,352.3315899597205,1.0
160,351.07844547955654,1.0
170,352.39611500085937,1.0
180,352.6887936071943,1.0
190,352.00266074499086,1.0
200,21.192979787829604,0.9999999999999878
210,21.03930144676214,0.9999999999999946
220,20.897105984012594,0.9999999999999987
230,20.81838424522487,0.9999999999999823
240,20.71165584502427,0.9999999999999897
250,21.15855792347228,0.9999999999999892
260,21.498680803976953,0.999999999999994
270,21.423663519719607,0.9999999999999906
280,21.816007992863163,0.9999999999999929
290,22.076015318107874,0.9999999999999919
300,22.16038929437128,0.9999999999999901
310,22.314507730802447,0.9999999999999902
320,22.61319330469042,0.9999999999999957
330,22.40585625781961,0.9999999999999922
340,22.35743109999036,0.9999999999999912
350,22.659965798862885,0.999994052907754
360,22.62666053554562,0.9999999999999915
370,22.58657832867016,0.9999999999999908
380,22.455967028583483,0.9999999999999925
390,22.583733505287842,0.9999999999999903
400,22.75342805629061,0.9999999999999908
410,22.808305261086662,1.0000071155765284
420,22.817683476466723,0.9999999999999915
430,23.056674131997305,0.9999999999999915
440,23.302447358236602,0.9999898817179927
450,23.346245306170257,0.9999999999999952
460,23.338154055721066,0.9999999999999896
470,23.480556308620717,0.999999999999992
480,23.408186493179922,0.9999999999999909
490,23.331032122952646,0.9999999999999911
500,23.21925175638587,1.0000009475056502
510,23.109971971704436,1.0000047250501296
520,23.108195519204617,1.0000000000000089
530,23.150503726102375,1.000011030678932
540,23.131013352954042,0.9999999999999861
550,23.185383725538376,0.999999999999991
560,23.199449666221643,0.9999999999999879
570,23.301330815011266,0.9999999999999929
580,23.23512629227521,0.9999999999999879
590,23.281162775935226,0.9999999999999889
600,23.18791661385761,0.9999999999999906
610,23.020797387377467,0.99999999999999
620,23.045967858827403,0.9999999999999909
630,22.927671774724917,0.9999999999999917
640,22.959872753534743,1.0000004641456672
650,23.006939347306627,0.9999999999999949
660,23.00746550920742,0.999999999999992
670,23.207354293050837,0.999999999999992
680,23.16650314169392,0.999999999999993
690,23.16990182310136,0.9999999999999918
700,23.29998073809689,0.9999999999999911
710,23.411473085789154,0.9999999999999939
720,23.325672488044972,0.9999999999999943
730,23.410591971588218,1.0000000000000002
740,23.297775176351102,0.9999999999999989
750,23.279480262233182,0.9999999999999977
760,23.20355195148825,0.9999925081071361
770,23.41236034777926,0.9999999999999944
780,23.474215689345943,0.9999764531836559
790,23.55598352513726,0.9999999999999958
800,23.527822434500766,1.0000230627306246
810,23.50738136136051,1.0000228770131714
820,23.596181735096554,1.000022321428568
830,23.624664719858465,1.0000218684394673
840,23.731828445959884,1.000022022551092
850,23.650530070317142,1.0000214924346607
860,23.72288617598263,1.0000210863697734
870,23.617636000387076,1.0000208890374318
880,23.627519282417797,1.0000206816677657
890,23.55895955490019,1.000020464963986
900,23.488756818891403,1.0000202658884678
910,23.47230695188669,1.0000201093951187
920,23.621094911402952,1.000019791006977
930,23.503515784804975,1.00001970365701
940,23.491431586474885,1.0000194704049943
950,23.435378421493606,1.0000191365584907
960,23.5824698363331,1.000018746250759
970,23.623906713484423,1.0000188821752367
980,23.606189461699703,1.0000170028485225
990,23.74205069691463,1.0000445504083346
1000,23.59524373125784,1.0000085087768729
1010,23.63236049753779,0.9999928225056721
1020,23.523068404236174,1.000008320550952
1030,23.589163151905257,1.0000082364577934
1040,23.597314827849345,1.0000081631226072
1050,23.700565576490426,1.0000079292601762
1060,23.60956299970605,1.000010471844574
1070,23.555886405103653,1.0000078318907233
1080,23.7110275562957,1.0000077944374715
1090,23.772831992070966,1.0000316390412456
1100,23.74159550017138,1.0000075927180765
1110,23.805162413510935,1.0000074690078018
1120,23.85651603994988,1.0000104455866385
1130,23.85705535256319,1.0000042793475072
1140,23.845713790691203,1.000007301707976
1150,23.849753499337943,0.9999957101914506
1160,23.857779851956185,1.0000141471910664
1170,23.85726400455069,1.0000071209375374
1180,23.96326136579322,1.0000108545634907
1190,23.882405822179656,1.0000178364704775
1200,23.892757426157274,0.9999977290431193
1210,23.868550067508334,1.0000068355691134
1220,23.943167154492514,0.9999995617291682
1230,24.069838180518303,1.0000066466385669
1240,24.059429554141317,1.0000065987995137
1250,24.009443916050024,1.000006496515186
1260,24.00708691092588,1.0000065080440623
1270,24.0237946290784,1.0000064253750844
1280,24.09424250454051,0.9999826985003533
1290,24.073354323586187,1.0000063283569098
1300,24.06313956587159,0.999998645858077
1310,24.08798354791725,1.0000062078422862
1320,24.041852065892968,0.9999946722914331
1330,24.072791402680497,1.000006099430899
1340,24.035108324198667,1.0000092593209724
1350,24.472343311084362,1.0000287967065922
1360,24.07010847076152,1.000017815886169
1370,23.94475389347402,1.000001567983049
1380,24.092906628186423,1.000013720191752
1390,24.136355055468584,1.0000060604736687
1400,24.11752514913886,1.0000059818899234
1410,24.080585777937756,1.0000059654819162
1420,24.15257585600118,1.0000059099028922
1430,24.04394636765333,0.999993840856976
1440,24.058360076539312,1.000005790760689
1450,24.05153305836363,1.0000057710044938
1460,24.170414171221687,1.0000057103937934
1470,24.208988267131055,1.0000057211235809
1480,24.3324582842333,1.0000056489461406
1490,24.237117826739887,0.9999994245374223
1500,24.286457085122663,1.000005582658531
1510,24.27249982728952,1.0000055179086078
1520,24.30095287200471,1.0000055119152238
1530,24.23135182472407,0.9999765057895642
1540,24.249730419156133,0.999976680560515
1550,24.245581488774384,0.9999768608865927
1560,24.215407576853693,0.9999769419342728
1570,24.228798459084008,0.9999772605258547
1580,24.261852896645088,0.9999774165428298
1590,24.233047668317088,0.9999659382792206
1600,24.278616524014655,0.9999687303819444
1610,24.19686708995028,0.9999451240558171
1620,24.24091155630307,0.9999596092436053
1630,24.36499020449209,0.99996927275024
1640,24.320817079555336,0.99998507248605
1650,24.345490423095228,0.9999591463407587
1660,24.27172354306202,0.9999601493040091
1670,24.370679724666694,0.9999600972456217
1680,24.391284405864113,0.9999603046673464
1690,24.44078284538269,0.9999869257541004
1700,24.36870651259031,0.9999833341922524
1710,24.342328215510673,0.9999609890696335
1720,24.353488446537956,0.9999843039770036
1730,24.44392810455405,0.9999391993891629
1740,24.471652734069064,0.9999627337621182
1750,24.504923491402252,0.9999546918796804
1760,24.486500258429924,0.9999552089680377
1770,24.52268729874733,0.9999552917100925
1780,24.55549952261119,0.999955700876868
1790,24.493794592389435,0.9999562085266518
1800,24.466075576588615,0.9999563664285956
1810,24.531571119517185,0.9999564971463063
1820,24.44157577272473,0.9999569102297818
1830,24.399828537511706,0.9999358199778581
1840,24.449339374670707,0.9999359701944099
1850,24.432966474110636,0.9999361197094266
1860,24.478190300484044,0.9999290017676586
1870,24.38344297322782,0.9999417482436994
1880,24.34176884924543,0.9999295123993643
1890,24.39755460556144,0.9999299757359786
1900,24.407800956994606,0.9999301752921601
1910,24.430278231194475,0.9999347756614609
1920,24.37569071765347,0.9999312528339483
1930,24.432499993373984,0.9999178031701254
1940,24.336659092965593,0.9999095317707521
1950,24.387976144572615,0.999910561887684
1960,24.40916570634581,0.9998923066438855
1970,24.434308296300145,0.9999136170963815
1980,24.438855898764334,0.9999134024735116
1990,24.45550609150578,0.9999137279407248
2000,24.433421527992085,0.9999147861948036
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
閾値 0.005
10,395.3492810275157,1.0
20,372.7908025396959,1.0
30,365.8472747186067,1.0
40,370.50200100180103,1.0
50,365.29634599987605,1.0
60,362.5471616314926,1.0
70,358.9248238896989,1.0
80,362.9172860502539,1.0
90,19.670335683481387,1.0000000000000004
100,363.71489359424254,1.0
110,19.84730873628311,1.056599803813718
120,361.9865615000053,1.0
130,361.494430591006,1.0
140,359.3708042339491,1.0
150,359.07373220968935,1.0
160,356.5634991160372,1.0
170,356.00995932865595,1.0
180,353.9127588225942,1.0
190,352.78870357622816,1.0
200,353.95821914341343,1.0
210,355.0870934941292,1.0
220,355.1824417796499,1.0
230,355.66355508727366,1.0
240,355.1880690073739,1.0
250,357.45942663624044,1.0
260,357.27320584333887,1.0
270,357.79231649302636,1.0
280,357.2312739117203,1.0
290,357.0495553714183,1.0
300,357.04441458534365,1.0
310,357.41291155846073,1.0
320,356.7514556544915,1.0
330,355.60585347810235,1.0
340,355.4286945067477,1.0
350,355.52014652620016,1.0
360,356.3911354438816,1.0
370,356.2335093402952,1.0
380,356.174165411771,1.0
390,356.3987314294635,1.0
400,356.7403591392345,1.0
410,357.3336367368529,1.0
420,357.21535687508094,1.0
430,357.5131817558388,1.0
440,357.29148879059636,1.0
450,357.11821619389286,1.0
460,22.45791883215408,1.0000000000001072
470,22.641188781791623,1.0000000000000862
480,22.747610126247174,1.0000000000000966
490,22.71793601600937,1.000000000000087
500,22.682503187947546,1.000000000000087
510,22.814380624598975,1.0000000000000846
520,22.83997390998718,1.0000000000000837
530,22.796510251211554,1.0000000000000746
540,22.922391642300322,1.0000000000000724
550,23.020889298265132,1.0000000000000746
560,22.986043848577552,1.000000000000073
570,23.035981295562458,1.00000000000007
580,23.092087849806784,1.0000000000000688
590,23.099116130418935,1.0000000000000644
600,22.90487527709039,1.0000000000000664
610,23.017534158471086,1.000000000000062
620,23.147036402045348,1.0000000000000517
630,23.162104419578206,1.0000023949190553
640,23.16093910884295,1.0000000000000575
650,23.30394672100622,1.0000000000000533
660,23.27739092373052,1.0000000000000555
670,23.14488857578489,1.0000000000000515
680,23.168952369161417,1.0000000000000508
690,23.19265303660936,1.0000000000000495
700,23.352758654994734,1.0000000000000482
710,23.417062438941414,1.0000000000000557
720,23.406054417170537,1.0000000000000528
730,23.30742658739459,1.0000000000000455
740,23.19970907506028,1.000000000000047
750,23.30391766643774,1.0000000000000437
760,23.250706410386268,1.0000000000000446
770,23.3787008627224,1.0000000000000422
780,23.33540044874836,1.0000000000000415
790,23.242344317188866,1.0000000000000393
800,23.32955821134266,1.0000000000000402
810,23.376333167097314,1.0000000000000402
820,23.34245372898132,1.0000039982113187
830,23.238775989801564,1.0000039558504816
840,23.261429341494637,1.0000038279404893
850,23.187978824703713,1.0000036995644268
860,23.034973128088588,1.0000036939334411
870,23.120866460388985,1.0000036743592287
880,23.011738949629436,1.0000036114795683
890,22.939249019854095,1.000003584806898
900,22.887563779391378,1.000003512176947
910,22.776487110291935,1.000003410982812
920,22.872603524497244,1.0000034302675187
930,22.91611022693728,1.00000334746796
940,23.08640246613628,1.0000032929637321
950,22.961530602998874,1.000003281831333
960,23.049729816513864,1.0000097124785476
970,23.02199695125179,1.0000033088551665
980,23.033253083398453,1.00001094076421
990,22.96854038866812,1.0000028931335354
1000,22.976171329728093,1.0000107424628595
1010,23.062719639291245,1.0000105577030574
1020,23.167145111340247,1.0000105189354815
1030,23.201283722689904,1.0000128382411269
1040,23.20653697488507,1.0000090887848563
1050,23.227589628974215,1.0000117885027506
1060,23.242451281349528,1.0000106174891281
1070,23.1991742020414,1.000010524840878
1080,23.199671999181774,1.0000102563500397
1090,23.224405816040893,1.0000101927895608
1100,23.190326827476717,1.0000100456421257
1110,23.229947241869287,1.0000011595341451
1120,23.236786881301317,1.0000114708893038
1130,23.249762186469415,1.000009742704077
1140,23.244401523412968,1.0000095725933709
1150,23.259332960800972,1.0000095928957944
1160,23.20721617732918,1.0000094230215977
1170,23.214889948346304,1.0000106775881192
1180,23.216069271384104,1.0000076849099855
1190,23.227481496411997,1.0000090922367968
1200,23.312425045206002,1.0000090187270534
1210,23.324125199106067,1.0000088269341463
1220,23.395148929378838,1.0000087964814401
1230,23.356697481197358,1.0000087447627841
1240,23.304905362953345,1.0000086599033688
1250,23.40020199902845,1.0000085193607842
1260,23.281756398316364,1.0000085520176527
1270,23.248965584518544,1.0000083715107144
1280,23.16095654091934,1.0000083833071123
1290,23.238720016440332,1.000008359747467
1300,23.17868213938044,1.0000083441144656
