以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
70,62.460890399893685,65.86009585275906
80,58.06523089130803,57.83537484666301
90,53.91063649183254,51.950791844921
100,62.402197842046384,66.61576786864377
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,47.2015035474414,43.148143929601886
20,53.12830064531239,50.624395307038306
30,47.801711182079295,41.59096573028589
40,114.98686079404513,37.78261377927344
50,45.98833043361363,37.859864124553255
60,62.816596312956,66.63004685134317
70,38.95715802582043,27.035122838455415
80,44.453039790683434,35.69821156581138
90,63.617130769948126,66.36941115768865
100,51.79764331208885,47.075472492463824
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,22.728781341439817,0.9999999999999934
70,19.83291623331093,0.9999999999999991
80,NaN,0.0
90,24.339436114396616,1.0661674758989508
100,21.947667518443907,1.200187170915323
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,20.71060605678191,1.0000000000000007
20,20.754174470459947,1.0
30,20.3431477995714,1.0000000000000027
40,21.234672543996684,0.9999999999999717
50,21.979645197664862,1.1265053874990631
60,21.548905695315025,1.000000000000002
70,21.765237958810474,0.999999999999993
80,21.499368219661957,0.9999999999999979
90,21.49396970572471,1.719356441456722
100,21.33622179047094,0.9999999999999981
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,3.2172814024580127E-13,3.4713116447924965E-14
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,3.2172814024580127E-13,3.4713116447924965E-14
20,3.2172814024580127E-13,3.4713116447924965E-14
30,3.2172814024580127E-13,3.4713116447924965E-14
40,3.2172814024580127E-13,3.4713116447924965E-14
50,3.2172814024580127E-13,3.4713116447924965E-14
60,3.2172814024580127E-13,3.4713116447924965E-14
70,3.2172814024580127E-13,3.4713116447924965E-14
80,3.2172814024580127E-13,3.4713116447924965E-14
90,3.2172814024580127E-13,3.4713116447924965E-14
100,3.2172814024580127E-13,3.4713116447924965E-14
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,NaN,0.0
70,NaN,0.0
80,NaN,0.0
90,NaN,0.0
100,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,NaN,0.0
70,NaN,0.0
80,NaN,0.0
90,NaN,0.0
100,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,6.889110582645908E-13,4.4234183489003904E-13
20,6.889110582645908E-13,4.4234183489003904E-13
30,6.889110582645908E-13,4.4234183489003904E-13
40,6.889110582645908E-13,4.4234183489003904E-13
50,6.889110582645908E-13,4.4234183489003904E-13
60,6.889110582645908E-13,4.4234183489003904E-13
70,6.889110582645908E-13,4.4234183489003904E-13
80,6.889110582645908E-13,4.4234183489003904E-13
90,6.889110582645908E-13,4.4234183489003904E-13
100,6.889110582645908E-13,4.4234183489003904E-13
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,NaN,0.0
70,NaN,0.0
80,NaN,0.0
90,NaN,0.0
100,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,NaN,0.0
70,NaN,0.0
80,NaN,0.0
90,NaN,0.0
100,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
20,NaN,0.0
30,NaN,0.0
40,NaN,0.0
50,NaN,0.0
60,NaN,0.0
70,NaN,0.0
80,NaN,0.0
90,NaN,0.0
100,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,2.4821682470188418E-12,1.2698253876865597E-12
20,2.4821682470188418E-12,1.2698253876865597E-12
30,2.4821682470188418E-12,1.2698253876865597E-12
40,2.4821682470188418E-12,1.2698253876865597E-12
50,2.4821682470188418E-12,1.2698253876865597E-12
60,2.4821682470188418E-12,1.2698253876865597E-12
70,2.4821682470188418E-12,1.2698253876865597E-12
80,2.4821682470188418E-12,1.2698253876865597E-12
90,2.4821682470188418E-12,1.2698253876865597E-12
100,2.4821682470188418E-12,1.2698253876865597E-12
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,126.8208868590851,28.42242608930119
20,126.8208868590851,28.42242608930119
30,126.8208868590851,28.42242608930119
40,126.8208868590851,28.42242608930119
50,126.8208868590851,28.42242608930119
60,126.8208868590851,28.42242608930119
70,126.8208868590851,28.42242608930119
80,126.8208868590851,28.42242608930119
90,126.8208868590851,28.42242608930119
100,126.8208868590851,28.42242608930119
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,2.4821682470188418E-12,1.2698253876865597E-12
20,2.4821682470188418E-12,1.2698253876865597E-12
30,2.4821682470188418E-12,1.2698253876865597E-12
40,2.4821682470188418E-12,1.2698253876865597E-12
50,2.4821682470188418E-12,1.2698253876865597E-12
60,2.4821682470188418E-12,1.2698253876865597E-12
70,2.4821682470188418E-12,1.2698253876865597E-12
80,2.4821682470188418E-12,1.2698253876865597E-12
90,2.4821682470188418E-12,1.2698253876865597E-12
100,2.4821682470188418E-12,1.2698253876865597E-12
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,1.4567740940430776E-12,4.237604134088797E-13
20,1.4567740940430776E-12,4.237604134088797E-13
30,1.4567740940430776E-12,4.237604134088797E-13
40,1.4567740940430776E-12,4.237604134088797E-13
50,1.4567740940430776E-12,4.237604134088797E-13
60,1.4567740940430776E-12,4.237604134088797E-13
70,1.4567740940430776E-12,4.237604134088797E-13
80,1.4567740940430776E-12,4.237604134088797E-13
90,1.4567740940430776E-12,4.237604134088797E-13
100,1.4567740940430776E-12,4.237604134088797E-13
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,4.662446953300143E-13,2.470972670475607E-13
20,4.662446953300143E-13,2.470972670475607E-13
30,4.662446953300143E-13,2.470972670475607E-13
40,4.662446953300143E-13,2.470972670475607E-13
50,4.662446953300143E-13,2.470972670475607E-13
60,4.662446953300143E-13,2.470972670475607E-13
70,4.662446953300143E-13,2.470972670475607E-13
80,4.662446953300143E-13,2.470972670475607E-13
90,4.662446953300143E-13,2.470972670475607E-13
100,4.662446953300143E-13,2.470972670475607E-13
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,35.23416902620212,2.8400097194932563
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,35.23416902620212,2.8400097194932563
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,NaN,0.0
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,17.45847931439578,1.2110895436093314
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,17.458479314395785,1.2110895436093314
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,35.23416902620212,2.8400097194932563
以下実験結果です．[データ量],[再代入誤差],[汎化誤差]
10,17.458479314395785,1.2110895436093314
