以下実験結果です．[データ量],[再代入誤差],[汎化誤差(最大ノルム)],[汎化誤差(平均ノルム)]
10,382.6290649481324,1.0,3.1622776601683795
20,369.11561992863653,1.0,3.1622776601683795
30,369.4711729298564,1.0,3.1622776601683795
40,371.2288902383758,1.0,3.1622776601683795
50,368.42956244844805,1.0,3.1622776601683795
60,372.6735271973829,1.0,3.1622776601683795
70,372.2176081956761,1.0,3.1622776601683795
80,19.852922561481847,0.5067606374947395,0.5071586596937877
90,20.92399447350099,1.2643710819766891,1.3663266167499493
100,20.91785745031666,1.0257930225463099,1.0447602093594577
110,21.35664338549196,0.5750310813554025,0.7309487736116692
120,21.929433592386886,0.5953542204003953,0.7411983633366522
130,21.736241614093867,0.5520921024426821,0.6932415801093277
140,20.928144112761753,0.4675168118008439,0.5532481751577811
150,21.96393110296358,0.5294167590525186,0.6348673565126246
160,21.408718054143023,0.45119111031468034,0.61451818572055
170,21.397198305156405,0.42189386128772416,0.5669044559506062
180,21.246572343596966,0.45168605924122673,0.5033970434068389
190,22.810048789857664,0.3892090905281968,0.5446898488101172
200,22.336561724905224,0.1836150833277545,0.23834416105234454
210,22.92031471877178,0.32968300134308576,0.4235371510326103
220,22.428933170486836,0.34996718978512104,0.43071647730231927
230,22.337784827007145,0.37292108531490065,0.4714807342746606
240,23.01861170312105,0.45197771492907246,0.5244113283927081
250,22.831036703764784,0.3850455466734298,0.48297839666064246
260,22.862925034991143,0.3579432697873742,0.41585272590124045
270,22.802505007402313,0.36939211585559995,0.38872437568885565
280,23.046562867746736,0.3122326980376682,0.326780992644814
290,23.092694862017314,0.29337233963189924,0.31514511445562576
300,23.473509399505442,0.2640748979394535,0.2674242468054713
310,23.580553338476673,0.28414625579222264,0.30015475702592276
320,23.37508540839929,0.5045677489957202,0.5238622908862668
330,23.797304486777545,0.3037690455513634,0.3459662572208593
340,23.47407836146243,0.24224090315545727,0.2771897561587064
350,23.52830880075795,0.3899012608180945,0.3911576534276175
360,23.695352346019803,0.22675347661613424,0.2999120565121284
370,23.930818701477182,0.33055369010445484,0.3470256930878284
380,24.450040959177812,0.34260019025121236,0.36010122491975843
390,24.72568325467321,0.3950522061809572,0.40597213363762885
400,24.24977282554713,0.34925339488061524,0.3546798201241867
410,24.558072501839206,0.2430738277614633,0.2642262881525031
420,24.69052678752852,0.2689332925995016,0.2948694462164141
430,24.916627076371164,0.28590867252667646,0.33230532036316895
440,25.075963606037284,0.2618153102087697,0.28991103423123693
450,25.679155000772294,0.2930074204906083,0.313466957189729
460,25.54698748218896,0.24803595591962233,0.29105758685030364
470,25.777833582561993,0.3165440162862481,0.3626817917162748
480,25.81727214984348,0.2206319350605593,0.23265510443009257
490,25.931234817004654,0.28295245739094294,0.3205152771385736
500,26.16660512605233,0.34706982875538944,0.40993350058718436
510,25.936757337819508,0.315459566314438,0.34658430611408186
520,26.256820477017545,0.4528679224069557,0.4804966728525634
530,26.144901241250903,0.4888573842605439,0.5318504708827044
540,26.064189352444775,0.4515422029367975,0.5154271836509652
550,26.01772669197815,0.31650329036894914,0.33455610972328426
560,26.327267809824367,0.4670878891440783,0.4957702599516795
570,26.171943294084926,0.41610495889313387,0.43576312223971864
580,26.31341069729622,0.32680433595866193,0.37366532956082726
590,26.204406848757163,0.3282561708603062,0.357488724545476
600,26.36924416339955,0.33624853972144975,0.3917114198268945
