result,0.6552284749830792,0.0
result,0.7023689270621823,0.0
result,0.7828427124746189,0.0
result,0.669035593728849,0.0
result,0.6080880229039761,0.0
result,0.7828427124746188,0.0
result,0.6552284749830793,0.0
result,0.6080880229039763,0.0
result,0.5747546895706429,0.0
result,0.743790283299492,0.0
result,0.6276142374915397,0.0
result,0.5885618083164127,0.0
result,0.6276142374915397,0.0
result,0.6357022603955157,0.0
result,0.4942809041582065,0.0
result,0.629983164553722,0.0
result,0.6966498312203888,0.0
result,0.721895141649746,0.0
result,0.6414213562373094,0.0
result,0.8357022603955158,0.0
result,0.7276142374915399,0.0
result,0.6023689270621825,0.0
result,0.7023689270621826,0.0
result,0.8633164978870556,0.0
result,0.6276142374915396,0.0
result,0.8023689270621825,0.0
result,0.6747546895706429,0.0
result,0.5747546895706429,0.0
result,0.5471404520791031,0.0
result,0.7218951416497459,0.0
result,0.6771236166328253,0.0
result,0.8633164978870556,0.0
result,0.5552284749830794,0.0
result,0.5747546895706428,0.0
result,0.7414213562373093,0.0
result,1.1026611608036874,0.0
result,0.7966498312203888,0.0
result,0.6218951416497462,0.0
result,0.5804737854124364,0.0
result,0.8104569499661587,0.0
result,0.8299831645537221,0.0
result,0.8299831645537222,0.0
result,0.6080880229039762,0.0
result,0.6966498312203887,0.0
result,0.460947570824873,0.0
result,1.043571192978842,0.0
result,0.7552284749830792,0.0
result,0.8966498312203888,0.0
result,0.7495093791412855,0.0
result,0.782842712474619,0.0
padding,999
result,0.6964307408997391,0.5
result,0.8102378596455088,0.5
result,0.6218951416497461,0.5
result,0.7573783117246119,0.5
result,0.8966498312203889,0.5
result,0.9437902832994922,0.5
result,0.9435711929788422,0.5
result,0.7847734588955019,0.5
result,1.092642391478828,0.5
result,0.9516592158828182,0.5
result,0.8516592158828185,0.5
result,1.6558696961496393,0.5
result,0.9183258825494849,0.5
result,0.9435711929788423,0.5
result,0.6495093791412858,0.5
result,0.7885618083164126,0.5
result,0.943790283299492,0.5
result,0.8549186344802314,0.5
