result,1.525497074,1.550093847,1.471404521,2.317177583,2.666666667,1.962116506,3.309148879,3.159569555,2.138071187,2.132781879,3.157378652,3.119724534,1.525497074,1.333333333,1.942809042,1.078689326,3.209268498,2.786391201,2.339921613,1.858830408,1.276142375,3.689006624,1.490711985,1.666666667,1.138071187,1.333333333,3.173817088,1.550093847,1.688165034,1.078689326
result,1.644122806,1.412570385,1.82514077,1.943346791,2.901387819,1.971587379,2.957106781,2.369677166,2.030776406,2.306693191,2.353553391,2.898810395,2.210404813,1.207106781,1.957106781,1.599586409,2.247679021,1.884329797,2.371320344,1.8584946,0.809016994,2.766754968,1.162570385,1.894122806,1.412570385,1.809016994,2.162570385,1.457106781,1.412570385,2.059016994
result,1.541640786,1.330056308,1.777269903,2.200779383,2.498380159,1.694427191,2.551174753,2.321110255,2.071834721,2.000779383,2.496246687,2.704290253,2.460112616,1.895741733,2.01289902,1.48679568,2.398143217,2.13991937,2.214213562,1.851166563,0.847213595,2.613403974,1.01289902,2.079669128,2.471834721,1.682842712,2.154677433,1.495741733,1.282842712,2.245354552
result,1.871128794,1.618033989,1.550093847,2.413598516,2.440164387,1.814391586,2.370239501,2.461304823,1.939068936,1.709305469,2.64772492,2.233057606,2.891646398,2.344082517,2.204462127,1.469855318,2.20446401,2.118033989,2.345177969,1.915316799,1.207106781,2.550514642,1.344082517,1.899724273,2.193919103,1.510749184,2.031266788,1.785796107,1.44171359,2.558313065
result,1.805855189,1.917666958,1.648090151,2.470691204,2.703767087,1.664325934,2.082532597,2.175253252,2.118758508,1.413274604,2.78040582,2.405411753,2.69018708,1.975901365,2.124354513,1.60382468,2.175254866,2.135834946,2.179404688,1.902903988,1.782672666,2.134895987,1.211244095,1.8303656,2.026800104,1.521468791,1.772131192,1.556131747,1.556131747,2.001350735
result,1.574532008,1.979735283,1.434838583,2.199319181,2.625019991,1.537570385,1.924947824,2.153346595,1.910586894,1.993855577,2.662570385,2.456772307,2.685198887,2.163391974,1.983810199,1.356023995,2.086537575,2.010532493,2.377003482,1.738264294,1.61079369,2.394818997,1.412570385,1.954301702,1.947216022,1.633061888,1.928780177,1.538391974,1.743855577,2.023450091
result,1.602012275,1.77955865,1.919787448,1.935963189,2.418232439,1.767346039,1.868199573,2.3196727,1.986339367,2.119327805,2.25561812,2.205674933,2.554843024,2.119007535,1.995268592,1.235824166,1.82773999,1.898251104,2.289820778,1.882394378,1.746086294,2.239839108,1.5698878,1.756951022,1.887993527,1.654769136,2.008329414,1.550093847,1.524594372,1.927764265
result,1.575853372,1.61289902,1.71869126,2.047298401,2.403933196,1.790611436,1.94815911,2.370548143,1.828469516,2.223622791,2.324552312,2.132032792,2.399358722,2.030713579,2.177927174,1.489292223,1.827808703,1.814218233,2.343681412,2.188650945,1.672134935,2.074433841,1.530056308,1.622677276,1.883788227,1.830056308,1.900117441,1.436505818,1.595741733,1.918760073
result,1.530211276,1.685745797,1.902578961,2.140615848,2.360503786,1.756393447,2.098831125,2.267413582,1.840502102,1.946761226,2.35416406,2.112384355,2.17512451,1.770791697,1.996128848,1.760459835,1.714897588,1.884958316,2.039710375,2.060573581,1.664285072,2.196231998,1.765788064,1.512816939,1.932008712,1.86696646,1.930658399,1.808709515,1.488330081,2.084997881
result,1.5205448,1.742723922,1.895851916,2.045564528,2.381387596,1.526693993,1.938773997,2.244354516,1.854341319,1.952844861,2.192501519,2.267520667,2.208571736,1.696540456,1.913118111,1.914217455,1.75887618,1.776693993,1.938222378,2.108393584,1.525594649,2.235167862,1.701972392,1.51889773,1.957346984,1.829237052,1.936436865,1.927656053,1.432790442,2.077914725
