7.005659831,6.575927452,4.74834673,4.275892138,36.00232575,4.907318248,31.97420836,7.70535297,5.802439284,4.084202269,3.648090637,5.9095523,6.443650971,13.04562092,8.032714035,5.795604356,13.91226582,6.942601845,31.89018824,26.74505182,4.054092553,5.020752583,5.47193365,5.203312869,4.471404521,4.726779962,9.251757235,4.952433587,3.466115213,2.492902888
6.132518414,6.791786379,4.571345821,3.680337338,26.1977314,5.024383491,30.38484335,6.765564437,6.188445558,4.885841479,3.061291364,5.070543274,5.191508016,17.861893,7.163632291,10.25182629,9.837462875,6.398231167,25.30814924,35.72164547,4.336135659,6.083814727,7.260257812,5.478110616,4.646463124,7.86945865,8.705808866,7.124279047,3.614548279,6.297276725
6.319102141,7.315089255,4.252259435,4.502909613,22.29348135,5.463085329,24.51712919,6.123154621,7.572456195,4.351763711,3.972276818,4.465380672,5.335762678,26.32192636,11.42559445,8.56414495,8.44511249,5.506314445,23.12647008,34.39383352,3.981799358,5.784566068,6.353098183,5.231754895,4.850904619,7.176883035,7.31434159,6.262876539,3.554539807,5.956132361
6.299681119,9.261374024,3.917322977,4.574866609,19.93076014,5.680542597,25.07870505,5.097475349,6.959836539,4.981164168,4.75138904,5.156877604,5.641292458,21.94542364,19.79154119,7.780340986,7.792763608,6.195722954,21.99175883,28.32230163,4.281156284,5.33102171,5.779072613,5.72335669,5.444979993,6.480250703,6.352022228,6.557676556,4.542034613,5.185886097
5.797580291,8.542720359,3.818281253,4.932956263,18.46449458,4.82688542,23.17000403,4.521109382,6.503693451,5.264159797,4.270596377,5.559753131,5.090986373,19.3959983,18.61581567,7.273658597,8.232657239,5.822046042,20.63355695,27.58299819,4.203596379,5.254862191,6.101918016,5.310217251,5.715293167,6.127427836,6.077825075,6.274573499,4.039849193,4.637548677
5.323571444,12.91504873,4.130209659,4.929719464,19.1658305,6.749448758,25.15551533,6.698496926,6.817941597,5.119200221,4.368651824,5.164280607,4.88964046,17.43699098,16.77796347,7.430178607,8.154450809,5.447843677,21.7301649,25.46529419,4.403883078,4.902946496,6.250058596,5.938911051,5.773506409,5.707733466,5.680380763,6.250873568,6.566202124,4.617862909
5.204241775,18.6611867,4.370624548,4.862208638,20.23609155,7.547125247,23.25861774,6.261323048,6.430776204,5.468851479,4.441881907,5.091864428,5.364943697,16.08704842,15.48684089,6.738063856,8.188420241,4.863863456,21.12761675,25.25044026,4.950624438,4.940240524,5.646115376,5.454115199,5.114379668,5.038965839,5.82999042,6.113510955,6.382014488,3.93418925
6.79738447,17.29519784,4.052633544,5.140694187,20.24405804,6.94443009,21.39770593,8.312719384,5.98456832,7.268444827,4.389817301,5.704264714,4.934661895,15.30873734,14.32437693,6.607314627,7.792216031,4.589787673,20.95112259,20.39489676,4.738721429,4.593141824,5.887729613,5.737230128,4.601066063,5.835727915,5.876211698,6.056583546,6.19363255,4.177698884
6.458423476,15.80048489,5.675978404,4.687274446,20.18589546,8.129542731,17.88672748,13.4737737,5.65938885,6.720173157,7.330417482,5.573620435,4.869785854,14.72968809,13.36298868,6.869889938,7.267840584,4.583590544,19.43557374,18.78414898,5.234499536,4.138429481,5.526062182,7.862168783,5.3937869,5.618839234,5.499636137,5.631010025,8.05586308,4.338861016
6.202847281,14.929894,5.412416293,5.422471233,19.69850651,13.17760249,14.30111002,13.02780559,5.154335286,6.479887076,12.46830003,5.452446653,4.696887234,13.57846694,13.00580847,6.581623063,7.045385376,5.648402284,18.35331275,11.02720028,5.031833951,4.070711812,5.491793861,13.08121281,5.047420542,5.858970582,5.239092829,5.196090056,13.06022156,4.583500978
5.80903768,13.76725814,5.141736059,5.213207781,13.20444337,13.12098031,13.31375245,12.09311783,5.158856279,6.363806621,11.37141105,4.980617186,4.650073743,12.67971056,12.55327914,6.292701644,7.037847387,5.766431547,16.02898291,11.29994495,5.441746408,4.13033142,5.420670949,12.2296086,6.405375432,5.794584802,4.908143273,5.110374617,12.33198854,4.561158355
5.516764374,12.9587036,5.252220556,5.411643025,13.80768637,12.66292485,10.7464423,12.18593408,4.927784158,6.654985184,10.60941245,5.431336747,4.562451186,12.51260244,11.97715631,6.199695679,7.563420291,5.699583333,13.60968381,10.80782599,5.235568324,3.951946457,5.090376592,11.49754124,6.235504951,5.882257661,4.873697916,4.893475738,11.46606516,4.39508047
5.532530832,12.74457311,5.017074012,5.513698201,13.01943997,11.66906391,10.55260575,11.47966853,4.860271867,6.456804565,9.785649985,5.780978916,4.487657848,11.82348435,11.35515281,5.962188595,7.567124547,6.32032067,13.00555203,10.20982302,5.433368634,3.951978195,5.240648684,11.20355844,7.568716112,5.713446351,4.628579506,4.594638662,10.74172579,4.328605678
5.534725306,12.21376697,5.231084839,5.264197088,19.38655193,11.15638617,9.713023308,10.99505113,4.829654329,6.972271818,9.882199382,6.697169792,4.423257971,11.13946087,10.85064313,5.650244143,7.3113469,6.032291506,11.09910822,10.65708071,5.057372633,4.228583377,5.110750495,10.27321206,11.38152337,5.761784159,4.744269588,4.75636593,10.4864866,4.27065656
5.45369019,11.93819129,5.437005935,4.949849005,9.901636471,10.70469046,9.270071823,10.47060143,4.953603766,10.63614558,9.469085587,6.553145186,4.480182729,10.62293836,10.50180437,5.6731077,7.095735344,5.763066376,11.94634465,10.43137157,5.026454299,5.12352077,4.890515807,11.13272336,10.83685933,5.733688812,5.837830254,4.692765241,10.34080825,4.231912236
5.304697509,11.46768531,5.802049266,4.688781178,9.652119688,10.51420101,10.02740124,10.00839705,5.228375497,10.41004222,9.484820848,6.361945135,4.636350893,10.39473319,11.09609355,6.717549624,6.962720819,5.769635402,11.5198449,10.30587878,4.835671235,5.129745782,4.730504657,10.52716508,10.64384764,5.686246661,6.517204174,5.035409474,9.860166792,5.48759023
5.072275364,10.96687451,5.71698431,4.989122287,9.301183379,10.22868994,9.491167938,9.998926006,5.895152049,10.18626415,9.303570508,6.212046824,4.680145464,9.918882431,10.63110744,9.899588613,6.931859446,5.762615676,11.01003436,10.1390042,4.675546639,5.087578029,4.613545656,10.45941966,10.13743042,5.442171831,9.844844833,5.970680963,9.58427288,9.119006277
5.05602681,10.68260667,5.645034106,4.773621168,8.929391067,9.920967814,9.391620271,9.638794136,9.148226333,9.995604759,8.995800232,6.002544593,4.761858333,9.994829887,10.5073441,9.453969417,6.808873272,5.694496573,10.36114876,9.788173289,4.65374363,4.994876558,4.551584107,10.25835029,9.774119224,5.418439292,9.518317651,6.050127976,9.326959866,8.579840255
5.02583356,10.43783424,6.285658873,4.863329466,8.548143917,9.695903065,9.018043475,9.547912543,8.756724107,9.538541107,9.560505623,5.669881496,5.364398565,9.598864323,10.04822395,9.157250676,6.55624628,5.497696752,10.10746488,9.577618946,5.679039509,5.125223424,5.588755104,10.03031495,9.521041792,6.155176161,9.622939816,6.181005965,8.985469871,8.486916454
5.234117016,9.960306946,9.285397568,5.833037892,9.268431461,9.544750669,9.162972796,9.189308701,9.36292548,9.356715904,9.326623821,5.596506153,6.139974101,9.537230138,9.731800374,8.947548821,6.581425385,5.350247961,9.794820957,9.687657077,6.273916012,4.956903036,8.384251135,9.554765433,9.165839204,9.167634944,9.228832092,5.976493925,8.781717957,8.260634498
5.750136906,9.545736002,9.007289118,6.241479517,8.904838241,9.363036546,9.022426329,8.928559185,9.433526568,9.179908371,8.990646852,6.071581366,5.981608659,9.414228998,9.389302016,8.714477178,6.236869627,5.286478302,9.666669492,9.50139138,9.094249979,5.256915244,8.277488942,9.569211339,9.042289879,8.945765018,9.20157344,5.979068868,8.444990085,7.904434968
8.38534106,9.658214898,8.648848736,8.790633214,8.918948118,9.083612414,9.06291555,8.615310479,9.154042959,8.794149238,8.784019317,8.831205271,5.905220312,9.073669346,9.156774914,8.573671894,6.027244521,5.359052267,9.236516204,9.115366248,8.84353425,5.403612515,8.217099233,9.308385885,8.684515353,8.863295697,9.098361248,5.847792129,8.460137487,7.962401433
8.289068873,9.238079462,8.443145304,8.819622051,8.620851903,8.781366892,8.713720697,8.416877898,9.002129559,8.636658224,8.803114069,8.775147029,5.955538237,8.72600672,8.863097743,8.551921576,5.888965527,5.522256697,8.955372532,8.995485712,8.668678318,5.248906175,8.745504753,9.02467275,8.600259746,8.601406728,8.814463892,5.508052015,8.187517457,7.769286196
8.346429375,8.876365181,8.583301679,8.331820528,8.525072961,8.748385609,8.880054701,8.323193081,8.927681381,8.469482918,8.406596565,8.594930114,6.062271292,8.836364398,8.551665777,8.41136775,5.834304618,5.500397885,8.663804562,8.679353524,8.395901891,5.678886644,8.547867276,8.763611284,8.342780712,8.550587618,8.479263509,5.410180377,8.160884753,8.254251403
