2.333333333,3.225170245,0.804737854,1.138071187,2.192163741,0.666666667,2.078689326,3.179106396,3.41540375,1.72075922,1.942809042,1.747546896,2.468306116,1.387425887,0.333333333,1.550093847,1.471404521,1.666666667,1.609475708,2.078689326,0.5,1.412022659,1.804737854,1.804737854,1.412022659,2.236067977,0.666666667,1.745355992,1.824045318,1,1.713850335,2.291705081,1.135995588,0.577854747
1.75,2.528452603,0.853553391,1.603553391,2.254941209,1,2.309016994,2.915106203,2.997676196,1.540569415,1.710404813,1.059016994,2.221587379,1.530776406,1.414213562,1.5,1.662570385,1.353553391,1.353553391,2.516123776,0.5,1.103553391,2.288245611,1.912570385,1.960404813,1.971587379,1,1.353553391,1.853553391,1.540569415,1.718623576,2.080255625,1.356991526,0.361632049
1.682842712,2.252259435,0.882842712,1.447213595,1.79030655,0.8,2.047213595,2.726882723,2.871834721,1.247213595,2.192944976,1.660112616,1.860112616,1.824621125,1.432455532,1.8,1.482842712,1.682842712,1.647213595,2.245354552,0.965685425,1.247213595,1.947753777,1.482842712,1.798140957,1.824483499,1.282842712,1.282842712,2.082842712,1.515298245,1.700235214,1.932302423,1.468168005,0.232067209
1.402368927,2.055847915,0.73570226,1.304737854,1.962231194,0.902368927,1.608380257,2.439068936,2.262748537,1.20601133,2.39648974,1.716760513,1.88342718,2.089553198,1.726528934,1.471404521,1.73570226,1.402368927,1.44171359,2.233057606,1.027046277,1.275046923,1.3020932,1.762748537,1.899724273,1.304737854,1.762748537,1.402368927,1.73570226,1.498450797,1.63157134,1.81335977,1.44978291,0.18178843
1.344887652,2.040769041,0.630601937,1.118346732,2.133666404,1.463234384,1.664325934,2.267211656,2.141529255,1.033723997,1.883942961,1.354101238,2.017488214,1.589015089,1.3370248,1.850218964,1.782672666,1.404061018,1.521468791,1.914049377,1.082355889,1.118346732,1.318110395,1.505331313,1.555192788,1.757223297,1.648188455,1.487744795,1.521468791,0.939498746,1.54752671,1.699647106,1.395406315,0.152120396
1.353553391,2.035672911,0.676776695,1.228553391,1.991958103,1.228553391,1.846673396,2.250019991,1.873838098,1.412570385,2.165724035,1.700226786,2.044810684,1.765388203,1.846673396,1.890388203,2.075226786,1.353553391,1.228553391,1.8515699,1.34234611,1.228553391,1.330123291,1.447061403,1.778346595,1.48579369,1.692164898,1.551776695,1.456285192,1.197061403,1.61099324,1.743748545,1.478237935,0.132755305
1.425380792,1.809487032,0.712690396,1.203158569,1.927764265,1.719856518,1.90705718,1.817685956,1.665633865,1.25561812,1.927764265,1.668447539,1.928720608,1.788779946,1.955757143,1.926120832,2.224003095,1.451610567,1.249182299,1.608745407,1.548407203,1.203158569,1.404554036,1.508499025,2.038875376,1.778828349,1.974820796,1.490468174,1.516697949,1.06405458,1.623394282,1.736855693,1.50993287,0.113461411
1.382842712,1.728538329,0.741421356,1.182842712,1.593566483,1.853663106,1.818760073,2.042366871,1.904862718,1.230056308,1.734987839,1.405519989,1.553663106,1.833508749,1.518760073,2.145819312,1.860181429,1.718760073,1.265685425,1.647870866,1.611381041,1.282842712,1.364098632,1.457649122,1.642366871,1.698536903,1.93591736,1.482842712,1.50644951,1.099070478,1.574827762,1.66727793,1.482377595,0.092450167
1.34803883,1.396288509,0.764928506,1.203876426,1.486352581,1.813713147,1.947606246,1.985262024,2.025881378,1.557180928,1.577261672,1.712534752,1.875968234,1.669015782,1.653418248,2.04165392,1.872892208,1.994151348,1.241532204,1.679882606,1.593456725,1.513661958,1.443368573,1.453700435,1.583969882,1.583969882,1.776119926,1.605168568,1.572778462,1.202433887,1.605868928,1.687585313,1.524152543,0.081716385
1.319035594,1.363264467,0.887523462,1.682242716,1.5976444,1.539892389,1.868639059,1.682300061,1.685564397,1.373225722,1.529156532,1.666132268,1.802970881,1.613264467,1.633484524,2.141188425,1.716817858,1.682300061,1.324410186,1.706559055,1.544001998,1.446540456,1.489754525,1.450409862,1.876890685,1.618639059,2.103793593,1.638071187,1.44171359,1.220082194,1.588183789,1.650317146,1.526050432,0.062133357
