result,2.3743685418725535,2.3399216126123616,3.033006504530928,2.1380711874576983,2.0,1.9621165057908914,1.824045318333193,1.9428090415820631,2.4714045207910313,1.5254970741804916
result,2.040569415042095,2.604527618876314,2.0247548783981957,1.6343297969976889,1.75,1.75,1.9125703849682212,2.2071067811865475,2.3495864094170424,1.6441228056353687
result,1.632455532033676,2.2305964890165897,1.619803902718557,1.754677433098109,1.8000000000000003,1.860112615949154,1.730056307974577,1.365685424949238,2.279669127533634,1.6246211251235319
result,1.825255458393975,2.0540925533894603,1.6831699189321307,1.6921637408471586,1.666666666666667,1.7060113295832984,1.166666666666667,1.67741585037433,2.0663909396113618,1.8538509376029433
result,2.2929360377080905,1.7711922339525954,1.5855742162275406,1.6038246803449083,1.2612038749637415,1.8163966631598378,1.6398155235170109,1.8640895967915794,2.0323961089163367,1.9339027411415364
result,2.006319032994579,1.842346110338732,1.968662631683209,1.5283465953017947,1.9939415937954812,1.5295084971874737,1.1767766952966372,1.727391488707595,1.9551232905984315,1.9106729107232547
result,2.142957804606269,1.691863640268262,1.638811228162852,1.4696414180460398,2.012645601170248,1.4904681735970107,1.497634296068786,1.7180934155460168,1.802974751379373,2.1608512162171576
result,2.152268821895621,1.622677276241436,1.574930105346567,1.618760072786364,1.9285383285786044,1.653663105724556,1.7601814290236735,1.6981409569829142,1.8226772762414356,2.086187450832751
result,1.8280431505984651,1.6569793420376693,1.6135728230423334,1.7590798534574563,1.9564955693896213,1.8817189743103584,1.7819831172942486,1.7220215941162202,1.7478884329467597,2.1692613189388643
result,1.857218353454702,1.6367488603989546,1.8178163463093038,1.5291565323360017,1.481115597124212,1.5237245962534036,1.6334845241863944,1.9654955304609842,1.5188977302011963,2.071822875693959
result,1.7143554031889559,1.6196307605508118,1.5373360793050352,1.5653752606178477,1.684345599316016,1.5603611657723726,1.8136713983239894,1.6918144014065697,1.6453115709679027,2.0844571142944077
result,1.864891046898794,1.7322925592935445,1.498954930783247,1.7861951883946001,1.6354637707934434,1.5499220512438527,1.8357738431306803,1.6476698239726297,1.742075030184481,1.9355673204162358
result,2.1675595335913864,1.8926858252168755,1.4830348746993418,1.650939463360341,1.6755040512405333,1.3918036201524828,1.9800555869219683,2.01531034638568,1.7202175989970554,1.7176061300270073
result,2.0945870627419247,1.8627813087891392,1.5976162658441835,1.5649582476534762,1.695785048038,1.6025616452992162,2.0438021127393453,2.1138758964394753,1.7010923467080579,1.6752039990597396
result,1.8293634965586874,1.8120294670956605,2.078543965823381,1.7603746829749114,1.6548565158004704,1.4088732129187445,1.864754929637031,2.179887195325376,1.684217124100119,1.750828938259124
result,1.9959781425691048,1.7113611633681238,2.0741804121665264,2.126001656182531,1.6871460414504325,1.613881340733969,1.7611574335460847,2.137349771272471,1.6692169262263954,1.8391397330803771
result,1.8071182852103933,1.6957218159473326,1.7728929410065573,2.0667384111202924,1.7160366696635565,1.5815717964848126,1.6158333580962905,1.6042942683152583,1.5813634037934272,2.104782353306288
result,1.7138662513185499,1.8552876075558593,1.9667623709498736,1.8719801343269684,1.6802348361803787,1.5988036907940009,1.735041690191476,1.6240795548994955,1.5022952336037558,1.8670291586473287
result,1.8618656876903656,2.0272054950712985,1.802249692347284,2.0437291119599257,1.7430807963622652,1.6179082769466673,1.960930593735647,1.5467424332376147,1.5372367928369004,1.725534662162128
result,1.7879657917726124,2.078799684393893,2.030413543382712,1.8381637584790624,1.709304396527617,1.5477210969641564,1.9279822929976536,2.0776529027456485,1.5582714840715868,2.242088736541457
